WNB0016.9+8332    0 16 56.13  83 32 41.2   0 20 18.92  83 49 19.8  S        14      15    0   0   0  2.0 WNP85_000
WNB0017.0+7722    0 17  3.94  77 22 56.7   0 20  2.12  77 39 35.4  S        12      10    0   0   0  2.4 WNP75_000
WNB0017.1+7636    0 17  8.73  76 36 42.3   0 20  5.53  76 53 20.9  S       207     213    0   0   0  2.3 WNP75_000
WNB0017.1+8040    0 17 11.24  80 40  8.3   0 20 18.77  80 56 46.9  S        22      21    0   0   0  2.0 WNP80_000
WNB0017.1+7728    0 17 11.78  77 28 11.0   0 20 10.32  77 44 49.6  S        36      37    0   0   0  2.4 WNP75_000
WNB0017.2+8737    0 17 17.25  87 37 16.8   0 22 18.45  87 53 55.0  S        23      23    0   0   0  2.2 WNP85_000
WNB0017.2+8026    0 17 17.80  80 26 48.4   0 20 24.69  80 43 26.9  S        16      14    0   0   0  2.1 WNP80_000
WNB0017.5+8006    0 17 32.47  80  6 26.5   0 20 38.59  80 23  4.9  M       101     147   76  55 172  2.2 WNP80_000
WNB0017.5+8006A   0 17 32.18  80  6 33.7   0 20 38.30  80 23 12.2  C        97     119    0   0   0  2.2 WNP80_000
WNB0017.5+8006B   0 17 33.88  80  5 38.5   0 20 39.99  80 22 16.9  C        15      21   90  45  87  2.2 WNP80_000
WNB0017.6+7525    0 17 38.58  75 25  5.1   0 20 33.95  75 41 43.6  S        26      27    0   0   0  2.3 WNP75_000
WNB0017.8+7634    0 17 49.00  76 34  5.8   0 20 46.56  76 50 44.2  S       312     325    0   0   0  2.3 WNP75_000
WNB0017.8+8237    0 17 52.26  82 37 24.5   0 21 10.81  82 54  2.8  S        11      11    0   0   0  2.1 WNP85_000
WNB0017.9+7616    0 17 58.92  76 16  7.8   0 20 56.13  76 32 46.1  S       385     396    0   0   0  2.3 WNP75_000
WNB0018.0+7717    0 18  0.79  77 17 10.8   0 21  0.03  77 33 49.1  S        58      65    0   0   0  2.4 WNP75_000
WNB0018.0+7534    0 18  2.62  75 34 26.6   0 20 58.70  75 51  4.9  S       447     444    0   0   0  2.3 WNP75_000
WNB0018.2+7750    0 18 17.09  77 50 14.7   0 21 17.92  78  6 52.9  S        21      16    0   0   0  2.4 WNP80_000
WNB0018.2+8906    0 18 17.94  89  6 48.4   0 29 47.82  89 23 24.9  S         9      10    0   0   0  2.1 WNP90_000
